"success","failure","stt","reg","eth","inc","age","z.inc","z.incstt","z.trnprv","z.repprv","reg.eth","reg.inc","reg.age","stt.eth","stt.inc","stt.age","eth.inc","eth.age","inc.age","reg.eth.inc","reg.eth.age","reg.inc.age","stt.eth.inc","stt.eth.age","stt.inc.age","eth.inc.age","reg.eth.inc.age","stt.eth.inc.age","year" 
0,2,48,4,2,5,2,0.707020120633347,0.419203265740844,0.295223487185764,-0.309724110111196,"4-2","4-5","4-2","48-2","48-5","48-2","2-5","2-2","5-2","4-2-5","4-2-2","4-5-2","48-2-5","48-2-2","48-5-2","2-5-2","4-2-5-2","48-2-5-2",2
1,0,50,2,2,5,2,0.707020120633347,0.0524604340186754,0.995859202239614,-0.1466959486765,"2-2","2-5","2-2","50-2","50-5","50-2","2-5","2-2","5-2","2-2-5","2-2-2","2-5-2","50-2-5","50-2-2","50-5-2","2-5-2","2-2-5-2","50-2-5-2",2
1,0,51,4,2,5,2,0.707020120633347,-0.110581406824292,0.195874370704994,0.836267965856229,"4-2","4-5","4-2","51-2","51-5","51-2","2-5","2-2","5-2","4-2-5","4-2-2","4-5-2","51-2-5","51-2-2","51-5-2","2-5-2","4-2-5-2","51-2-5-2",2
33,5,5,4,3,5,2,0.707020120633347,0.406708344218082,-0.275726462894433,-0.376853353054895,"4-3","4-5","4-2","5-3","5-5","5-2","3-5","3-2","5-2","4-3-5","4-3-2","4-5-2","5-3-5","5-3-2","5-5-2","3-5-2","4-3-5-2","5-3-5-2",2
3,0,6,4,3,5,2,0.707020120633347,0.505924775120451,0.45320880043722,-0.0220273546382023,"4-3","4-5","4-2","6-3","6-5","6-2","3-5","3-2","5-2","4-3-5","4-3-2","4-5-2","6-3-5","6-3-2","6-5-2","3-5-2","4-3-5-2","6-3-5-2",2
1,0,7,1,3,5,2,0.707020120633347,0.881447821966723,0.260399841521967,-0.391238190828545,"1-3","1-5","1-2","7-3","7-5","7-2","3-5","3-2","5-2","1-3-5","1-3-2","1-5-2","7-3-5","7-3-2","7-5-2","3-5-2","1-3-5-2","7-3-5-2",2
0,1,9,5,3,5,2,0.707020120633347,0.335656141829183,-0.129923294637316,-2.07905915627011,"5-3","5-5","5-2","9-3","9-5","9-2","3-5","3-2","5-2","5-3-5","5-3-2","5-5-2","9-3-5","9-3-2","9-5-2","3-5-2","5-3-5-2","9-3-5-2",2
3,2,10,3,3,5,2,0.707020120633347,-0.249916666832181,0.180840000746796,-0.0172324087136524,"3-3","3-5","3-2","10-3","10-5","10-2","3-5","3-2","5-2","3-3-5","3-3-2","3-5-2","10-3-5","10-3-2","10-5-2","3-5-2","3-3-5-2","10-3-5-2",2
0,2,12,4,3,5,2,0.707020120633347,0.899751193494662,-1.02244192880182,-0.348083677507595,"4-3","4-5","4-2","12-3","12-5","12-2","3-5","3-2","5-2","4-3-5","4-3-2","4-5-2","12-3-5","12-3-2","12-5-2","3-5-2","4-3-5-2","12-3-5-2",2
1,0,13,4,3,5,2,0.707020120633347,-0.132802105099908,0.00651345778040452,0.78831850661073,"4-3","4-5","4-2","13-3","13-5","13-2","3-5","3-2","5-2","4-3-5","4-3-2","4-5-2","13-3-5","13-3-2","13-5-2","3-5-2","4-3-5-2","13-3-5-2",2
2,1,14,2,3,5,2,0.707020120633347,0.099806055572495,-0.00834641542527003,-0.386443244903995,"2-3","2-5","2-2","14-3","14-5","14-2","3-5","3-2","5-2","2-3-5","2-3-2","2-5-2","14-3-5","14-3-2","14-5-2","3-5-2","2-3-5-2","14-3-5-2",2
2,0,18,3,3,5,2,0.707020120633347,-0.686495978849142,-0.28886683963079,0.34238853562759,"3-3","3-5","3-2","18-3","18-5","18-2","3-5","3-2","5-2","3-3-5","3-3-2","3-5-2","18-3-5","18-3-2","18-5-2","3-5-2","3-3-5-2","18-3-5-2",2
1,0,21,1,3,5,2,0.707020120633347,1.03212982151961,0.00496903571440589,-0.453572487847693,"1-3","1-5","1-2","21-3","21-5","21-2","3-5","3-2","5-2","1-3-5","1-3-2","1-5-2","21-3-5","21-3-2","21-5-2","3-5-2","1-3-5-2","21-3-5-2",2
1,0,22,1,3,5,2,0.707020120633347,0.570290505991763,0.302070675680576,-0.746064189245237,"1-3","1-5","1-2","22-3","22-5","22-2","3-5","3-2","5-2","1-3-5","1-3-2","1-5-2","22-3-5","22-3-2","22-5-2","3-5-2","1-3-5-2","22-3-5-2",2
1,0,23,2,3,5,2,0.707020120633347,-0.0302762084969152,0.399667563838931,-0.218620137544748,"2-3","2-5","2-2","23-3","23-5","23-2","3-5","3-2","5-2","2-3-5","2-3-2","2-5-2","23-3-5","23-3-2","23-5-2","3-5-2","2-3-5-2","23-3-5-2",2
1,0,24,2,3,5,2,0.707020120633347,0.538479111195973,1.23190566617998,-0.223415083469298,"2-3","2-5","2-2","24-3","24-5","24-2","3-5","3-2","5-2","2-3-5","2-3-2","2-5-2","24-3-5","24-3-2","24-5-2","3-5-2","2-3-5-2","24-3-5-2",2
1,0,30,1,3,5,2,0.707020120633347,0.952297404006605,0.751485210665428,-0.170670678299249,"1-3","1-5","1-2","30-3","30-5","30-2","3-5","3-2","5-2","1-3-5","1-3-2","1-5-2","30-3-5","30-3-2","30-5-2","3-5-2","1-3-5-2","30-3-5-2",2
3,1,31,1,3,5,2,0.707020120633347,1.08676977563807,0.0463432931661646,-0.300134218262096,"1-3","1-5","1-2","31-3","31-5","31-2","3-5","3-2","5-2","1-3-5","1-3-2","1-5-2","31-3-5","31-3-2","31-5-2","3-5-2","1-3-5-2","31-3-5-2",2
1,0,32,4,3,5,2,0.707020120633347,-0.509743494389305,-0.32648731875549,-0.1179262731292,"4-3","4-5","4-2","32-3","32-5","32-2","3-5","3-2","5-2","4-3-5","4-3-2","4-5-2","32-3-5","32-3-2","32-5-2","3-5-2","4-3-5-2","32-3-5-2",2
4,0,33,1,3,5,2,0.707020120633347,-0.020010110813348,-0.328765609869447,-0.583036027810541,"1-3","1-5","1-2","33-3","33-5","33-2","3-5","3-2","5-2","1-3-5","1-3-2","1-5-2","33-3-5","33-3-2","33-5-2","3-5-2","1-3-5-2","33-3-5-2",2
0,2,37,3,3,5,2,0.707020120633347,-0.594101099697038,-0.347655577468685,0.610905507402384,"3-3","3-5","3-2","37-3","37-5","37-2","3-5","3-2","5-2","3-3-5","3-3-2","3-5-2","37-3-5","37-3-2","37-5-2","3-5-2","3-3-5-2","37-3-5-2",2
1,0,38,4,3,5,2,0.707020120633347,-0.0892387300610871,0.809898496344602,-0.237799921242948,"4-3","4-5","4-2","38-3","38-5","38-2","3-5","3-2","5-2","4-3-5","4-3-2","4-5-2","38-3-5","38-3-2","38-5-2","3-5-2","4-3-5-2","38-3-5-2",2
2,0,40,1,3,5,2,0.707020120633347,0.281421428408759,-0.31214155974011,-0.645370324829689,"1-3","1-5","1-2","40-3","40-5","40-2","3-5","3-2","5-2","1-3-5","1-3-2","1-5-2","40-3-5","40-3-2","40-5-2","3-5-2","1-3-5-2","40-3-5-2",2
4,1,44,3,3,5,2,0.707020120633347,-0.33643555586277,-0.756273478980924,0.414312724495838,"3-3","3-5","3-2","44-3","44-5","44-2","3-5","3-2","5-2","3-3-5","3-3-2","3-5-2","44-3-5","44-3-2","44-5-2","3-5-2","3-3-5-2","44-3-5-2",2
1,2,47,3,3,5,2,0.707020120633347,0.529293655373834,-0.035644409198233,0.0594867260791461,"3-3","3-5","3-2","47-3","47-5","47-2","3-5","3-2","5-2","3-3-5","3-3-2","3-5-2","47-3-5","47-3-2","47-5-2","3-5-2","3-3-5-2","47-3-5-2",2
2,0,48,4,3,5,2,0.707020120633347,0.419203265740844,0.295223487185764,-0.309724110111196,"4-3","4-5","4-2","48-3","48-5","48-2","3-5","3-2","5-2","4-3-5","4-3-2","4-5-2","48-3-5","48-3-2","48-5-2","3-5-2","4-3-5-2","48-3-5-2",2
1,0,50,2,3,5,2,0.707020120633347,0.0524604340186754,0.995859202239614,-0.1466959486765,"2-3","2-5","2-2","50-3","50-5","50-2","3-5","3-2","5-2","2-3-5","2-3-2","2-5-2","50-3-5","50-3-2","50-5-2","3-5-2","2-3-5-2","50-3-5-2",2
1,0,51,4,3,5,2,0.707020120633347,-0.110581406824292,0.195874370704994,0.836267965856229,"4-3","4-5","4-2","51-3","51-5","51-2","3-5","3-2","5-2","4-3-5","4-3-2","4-5-2","51-3-5","51-3-2","51-5-2","3-5-2","4-3-5-2","51-3-5-2",2
0,1,1,3,4,5,2,0.707020120633347,-0.649078754397193,-0.454684791223693,0.481441967439537,"3-4","3-5","3-2","1-4","1-5","1-2","4-5","4-2","5-2","3-4-5","3-4-2","3-5-2","1-4-5","1-4-2","1-5-2","4-5-2","3-4-5-2","1-4-5-2",2
0,1,2,4,4,5,2,0.707020120633347,0.694429239823319,0.719892419480335,0.495826805213187,"4-4","4-5","4-2","2-4","2-5","2-2","4-5","4-2","5-2","4-4-5","4-4-2","4-5-2","2-4-5","2-4-2","2-5-2","4-5-2","4-4-5-2","2-4-5-2",2
0,1,3,4,4,5,2,0.707020120633347,-0.141312159758655,-0.602551260313902,0.117026077173745,"4-4","4-5","4-2","3-4","3-5","3-2","4-5","4-2","5-2","4-4-5","4-4-2","4-5-2","3-4-5","3-4-2","3-5-2","4-5-2","4-4-5-2","3-4-5-2",2
0,1,4,3,4,5,2,0.707020120633347,-0.713444485268506,-0.731507044283646,0.0978462934755453,"3-4","3-5","3-2","4-4","4-5","4-2","4-5","4-2","5-2","3-4-5","3-4-2","3-5-2","4-4-5","4-4-2","4-5-2","4-5-2","3-4-5-2","4-4-5-2",2
20,7,5,4,4,5,2,0.707020120633347,0.406708344218082,-0.275726462894433,-0.376853353054895,"4-4","4-5","4-2","5-4","5-5","5-2","4-5","4-2","5-2","4-4-5","4-4-2","4-5-2","5-4-5","5-4-2","5-5-2","4-5-2","4-4-5-2","5-4-5-2",2
6,0,6,4,4,5,2,0.707020120633347,0.505924775120451,0.45320880043722,-0.0220273546382023,"4-4","4-5","4-2","6-4","6-5","6-2","4-5","4-2","5-2","4-4-5","4-4-2","4-5-2","6-4-5","6-4-2","6-5-2","4-5-2","4-4-5-2","6-4-5-2",2
1,4,7,1,4,5,2,0.707020120633347,0.881447821966723,0.260399841521967,-0.391238190828545,"1-4","1-5","1-2","7-4","7-5","7-2","4-5","4-2","5-2","1-4-5","1-4-2","1-5-2","7-4-5","7-4-2","7-5-2","4-5-2","1-4-5-2","7-4-5-2",2
1,0,9,5,4,5,2,0.707020120633347,0.335656141829183,-0.129923294637316,-2.07905915627011,"5-4","5-5","5-2","9-4","9-5","9-2","4-5","4-2","5-2","5-4-5","5-4-2","5-5-2","9-4-5","9-4-2","9-5-2","4-5-2","5-4-5-2","9-4-5-2",2
1,1,10,3,4,5,2,0.707020120633347,-0.249916666832181,0.180840000746796,-0.0172324087136524,"3-4","3-5","3-2","10-4","10-5","10-2","4-5","4-2","5-2","3-4-5","3-4-2","3-5-2","10-4-5","10-4-2","10-5-2","4-5-2","3-4-5-2","10-4-5-2",2
1,0,11,3,4,5,2,0.707020120633347,-0.03074898931129,-0.518768299334906,0.265669400834791,"3-4","3-5","3-2","11-4","11-5","11-2","4-5","4-2","5-2","3-4-5","3-4-2","3-5-2","11-4-5","11-4-2","11-5-2","4-5-2","3-4-5-2","11-4-5-2",2
7,11,12,4,4,5,2,0.707020120633347,0.899751193494662,-1.02244192880182,-0.348083677507595,"4-4","4-5","4-2","12-4","12-5","12-2","4-5","4-2","5-2","4-4-5","4-4-2","4-5-2","12-4-5","12-4-2","12-5-2","4-5-2","4-4-5-2","12-4-5-2",2
1,1,13,4,4,5,2,0.707020120633347,-0.132802105099908,0.00651345778040452,0.78831850661073,"4-4","4-5","4-2","13-4","13-5","13-2","4-5","4-2","5-2","4-4-5","4-4-2","4-5-2","13-4-5","13-4-2","13-5-2","4-5-2","4-4-5-2","13-4-5-2",2
2,2,14,2,4,5,2,0.707020120633347,0.099806055572495,-0.00834641542527003,-0.386443244903995,"2-4","2-5","2-2","14-4","14-5","14-2","4-5","4-2","5-2","2-4-5","2-4-2","2-5-2","14-4-5","14-4-2","14-5-2","4-5-2","2-4-5-2","14-4-5-2",2
0,1,16,2,4,5,2,0.707020120633347,-0.0391915038536972,0.571803390538829,-0.12272121905375,"2-4","2-5","2-2","16-4","16-5","16-2","4-5","4-2","5-2","2-4-5","2-4-2","2-5-2","16-4-5","16-4-2","16-5-2","4-5-2","2-4-5-2","16-4-5-2",2
0,1,18,3,4,5,2,0.707020120633347,-0.686495978849142,-0.28886683963079,0.34238853562759,"3-4","3-5","3-2","18-4","18-5","18-2","4-5","4-2","5-2","3-4-5","3-4-2","3-5-2","18-4-5","18-4-2","18-5-2","4-5-2","3-4-5-2","18-4-5-2",2
1,0,20,1,4,5,2,0.707020120633347,-0.181160828398817,0.939983140796909,-0.357673569356695,"1-4","1-5","1-2","20-4","20-5","20-2","4-5","4-2","5-2","1-4-5","1-4-2","1-5-2","20-4-5","20-4-2","20-5-2","4-5-2","1-4-5-2","20-4-5-2",2
4,1,21,1,4,5,2,0.707020120633347,1.03212982151961,0.00496903571440589,-0.453572487847693,"1-4","1-5","1-2","21-4","21-5","21-2","4-5","4-2","5-2","1-4-5","1-4-2","1-5-2","21-4-5","21-4-2","21-5-2","4-5-2","1-4-5-2","21-4-5-2",2
5,0,22,1,4,5,2,0.707020120633347,0.570290505991763,0.302070675680576,-0.746064189245237,"1-4","1-5","1-2","22-4","22-5","22-2","4-5","4-2","5-2","1-4-5","1-4-2","1-5-2","22-4-5","22-4-2","22-5-2","4-5-2","1-4-5-2","22-4-5-2",2
2,2,24,2,4,5,2,0.707020120633347,0.538479111195973,1.23190566617998,-0.223415083469298,"2-4","2-5","2-2","24-4","24-5","24-2","4-5","4-2","5-2","2-4-5","2-4-2","2-5-2","24-4-5","24-4-2","24-5-2","4-5-2","2-4-5-2","24-4-5-2",2
0,1,27,4,4,5,2,0.707020120633347,-0.539663765927596,0.154142192318195,0.366363265250339,"4-4","4-5","4-2","27-4","27-5","27-2","4-5","4-2","5-2","4-4-5","4-4-2","4-5-2","27-4-5","27-4-2","27-5-2","4-5-2","4-4-5-2","27-4-5-2",2
1,0,28,2,4,5,2,0.707020120633347,0.00126502583351812,0.0101494364550253,0.668444858496983,"2-4","2-5","2-2","28-4","28-5","28-2","4-5","4-2","5-2","2-4-5","2-4-2","2-5-2","28-4-5","28-4-2","28-5-2","4-5-2","2-4-5-2","28-4-5-2",2
1,6,29,4,4,5,2,0.707020120633347,0.213813771953162,-0.534191463953206,-0.0747717598082512,"4-4","4-5","4-2","29-4","29-5","29-2","4-5","4-2","5-2","4-4-5","4-4-2","4-5-2","29-4-5","29-4-2","29-5-2","4-5-2","4-4-5-2","29-4-5-2",2
5,2,31,1,4,5,2,0.707020120633347,1.08676977563807,0.0463432931661646,-0.300134218262096,"1-4","1-5","1-2","31-4","31-5","31-2","4-5","4-2","5-2","1-4-5","1-4-2","1-5-2","31-4-5","31-4-2","31-5-2","4-5-2","1-4-5-2","31-4-5-2",2
4,0,33,1,4,5,2,0.707020120633347,-0.020010110813348,-0.328765609869447,-0.583036027810541,"1-4","1-5","1-2","33-4","33-5","33-2","4-5","4-2","5-2","1-4-5","1-4-2","1-5-2","33-4-5","33-4-2","33-5-2","4-5-2","1-4-5-2","33-4-5-2",2
1,2,36,2,4,5,2,0.707020120633347,-0.141312159758655,0.3869358120165,-0.084361651657351,"2-4","2-5","2-2","36-4","36-5","36-2","4-5","4-2","5-2","2-4-5","2-4-2","2-5-2","36-4-5","36-4-2","36-5-2","4-5-2","2-4-5-2","36-4-5-2",2
2,0,37,3,4,5,2,0.707020120633347,-0.594101099697038,-0.347655577468685,0.610905507402384,"3-4","3-5","3-2","37-4","37-5","37-2","4-5","4-2","5-2","3-4-5","3-4-2","3-5-2","37-4-5","37-4-2","37-5-2","4-5-2","3-4-5-2","37-4-5-2",2
4,0,38,4,4,5,2,0.707020120633347,-0.0892387300610871,0.809898496344602,-0.237799921242948,"4-4","4-5","4-2","38-4","38-5","38-2","4-5","4-2","5-2","4-4-5","4-4-2","4-5-2","38-4-5","38-4-2","38-5-2","4-5-2","4-4-5-2","38-4-5-2",2
0,1,39,1,4,5,2,0.707020120633347,-0.0464182963019978,0.0988279099039965,-0.199440353846549,"1-4","1-5","1-2","39-4","39-5","39-2","4-5","4-2","5-2","1-4-5","1-4-2","1-5-2","39-4-5","39-4-2","39-5-2","4-5-2","1-4-5-2","39-4-5-2",2
3,0,40,1,4,5,2,0.707020120633347,0.281421428408759,-0.31214155974011,-0.645370324829689,"1-4","1-5","1-2","40-4","40-5","40-2","4-5","4-2","5-2","1-4-5","1-4-2","1-5-2","40-4-5","40-4-2","40-5-2","4-5-2","1-4-5-2","40-4-5-2",2
4,0,44,3,4,5,2,0.707020120633347,-0.33643555586277,-0.756273478980924,0.414312724495838,"3-4","3-5","3-2","44-4","44-5","44-2","4-5","4-2","5-2","3-4-5","3-4-2","3-5-2","44-4-5","44-4-2","44-5-2","4-5-2","3-4-5-2","44-4-5-2",2
5,0,47,3,4,5,2,0.707020120633347,0.529293655373834,-0.035644409198233,0.0594867260791461,"3-4","3-5","3-2","47-4","47-5","47-2","4-5","4-2","5-2","3-4-5","3-4-2","3-5-2","47-4-5","47-4-2","47-5-2","4-5-2","3-4-5-2","47-4-5-2",2
2,2,48,4,4,5,2,0.707020120633347,0.419203265740844,0.295223487185764,-0.309724110111196,"4-4","4-5","4-2","48-4","48-5","48-2","4-5","4-2","5-2","4-4-5","4-4-2","4-5-2","48-4-5","48-4-2","48-5-2","4-5-2","4-4-5-2","48-4-5-2",2
1,0,50,2,4,5,2,0.707020120633347,0.0524604340186754,0.995859202239614,-0.1466959486765,"2-4","2-5","2-2","50-4","50-5","50-2","4-5","4-2","5-2","2-4-5","2-4-2","2-5-2","50-4-5","50-4-2","50-5-2","4-5-2","2-4-5-2","50-4-5-2",2
1,0,51,4,4,5,2,0.707020120633347,-0.110581406824292,0.195874370704994,0.836267965856229,"4-4","4-5","4-2","51-4","51-5","51-2","4-5","4-2","5-2","4-4-5","4-4-2","4-5-2","51-4-5","51-4-2","51-5-2","4-5-2","4-4-5-2","51-4-5-2",2
15,17,1,3,1,1,3,-0.707020120633347,-0.649078754397193,-0.454684791223693,0.481441967439537,"3-1","3-1","3-3","1-1","1-1","1-3","1-1","1-3","1-3","3-1-1","3-1-3","3-1-3","1-1-1","1-1-3","1-1-3","1-1-3","3-1-1-3","1-1-1-3",2
17,8,2,4,1,1,3,-0.707020120633347,0.694429239823319,0.719892419480335,0.495826805213187,"4-1","4-1","4-3","2-1","2-1","2-3","1-1","1-3","1-3","4-1-1","4-1-3","4-1-3","2-1-1","2-1-3","2-1-3","1-1-3","4-1-1-3","2-1-1-3",2
12,10,3,4,1,1,3,-0.707020120633347,-0.141312159758655,-0.602551260313902,0.117026077173745,"4-1","4-1","4-3","3-1","3-1","3-3","1-1","1-3","1-3","4-1-1","4-1-3","4-1-3","3-1-1","3-1-3","3-1-3","1-1-3","4-1-1-3","3-1-1-3",2
10,17,4,3,1,1,3,-0.707020120633347,-0.713444485268506,-0.731507044283646,0.0978462934755453,"3-1","3-1","3-3","4-1","4-1","4-3","1-1","1-3","1-3","3-1-1","3-1-3","3-1-3","4-1-1","4-1-3","4-1-3","1-1-3","3-1-1-3","4-1-1-3",2
46,48,5,4,1,1,3,-0.707020120633347,0.406708344218082,-0.275726462894433,-0.376853353054895,"4-1","4-1","4-3","5-1","5-1","5-3","1-1","1-3","1-3","4-1-1","4-1-3","4-1-3","5-1-1","5-1-3","5-1-3","1-1-3","4-1-1-3","5-1-1-3",2
11,10,6,4,1,1,3,-0.707020120633347,0.505924775120451,0.45320880043722,-0.0220273546382023,"4-1","4-1","4-3","6-1","6-1","6-3","1-1","1-3","1-3","4-1-1","4-1-3","4-1-3","6-1-1","6-1-3","6-1-3","1-1-3","4-1-1-3","6-1-1-3",2
12,11,7,1,1,1,3,-0.707020120633347,0.881447821966723,0.260399841521967,-0.391238190828545,"1-1","1-1","1-3","7-1","7-1","7-3","1-1","1-3","1-3","1-1-1","1-1-3","1-1-3","7-1-1","7-1-3","7-1-3","1-1-3","1-1-1-3","7-1-1-3",2
16,10,8,1,1,1,3,-0.707020120633347,0.301751003426875,0.0726709137792464,-0.319314001960296,"1-1","1-1","1-3","8-1","8-1","8-3","1-1","1-3","1-3","1-1-1","1-1-3","1-1-3","8-1-1","8-1-3","8-1-3","1-1-3","1-1-1-3","8-1-1-3",2
1,3,9,5,1,1,3,-0.707020120633347,0.335656141829183,-0.129923294637316,-2.07905915627011,"5-1","5-1","5-3","9-1","9-1","9-3","1-1","1-3","1-3","5-1-1","5-1-3","5-1-3","9-1-1","9-1-3","9-1-3","1-1-3","5-1-1-3","9-1-1-3",2
37,37,10,3,1,1,3,-0.707020120633347,-0.249916666832181,0.180840000746796,-0.0172324087136524,"3-1","3-1","3-3","10-1","10-1","10-3","1-1","1-3","1-3","3-1-1","3-1-3","3-1-3","10-1-1","10-1-3","10-1-3","1-1-3","3-1-1-3","10-1-1-3",2
11,13,11,3,1,1,3,-0.707020120633347,-0.03074898931129,-0.518768299334906,0.265669400834791,"3-1","3-1","3-3","11-1","11-1","11-3","1-1","1-3","1-3","3-1-1","3-1-3","3-1-3","11-1-1","11-1-3","11-1-3","1-1-3","3-1-1-3","11-1-1-3",2
4,8,12,4,1,1,3,-0.707020120633347,0.899751193494662,-1.02244192880182,-0.348083677507595,"4-1","4-1","4-3","12-1","12-1","12-3","1-1","1-3","1-3","4-1-1","4-1-3","4-1-3","12-1-1","12-1-3","12-1-3","1-1-3","4-1-1-3","12-1-1-3",2
13,7,13,4,1,1,3,-0.707020120633347,-0.132802105099908,0.00651345778040452,0.78831850661073,"4-1","4-1","4-3","13-1","13-1","13-3","1-1","1-3","1-3","4-1-1","4-1-3","4-1-3","13-1-1","13-1-3","13-1-3","1-1-3","4-1-1-3","13-1-1-3",2
28,26,14,2,1,1,3,-0.707020120633347,0.099806055572495,-0.00834641542527003,-0.386443244903995,"2-1","2-1","2-3","14-1","14-1","14-3","1-1","1-3","1-3","2-1-1","2-1-3","2-1-3","14-1-1","14-1-3","14-1-3","1-1-3","2-1-1-3","14-1-1-3",2
22,23,15,2,1,1,3,-0.707020120633347,-0.232018536002278,-0.505235642959893,0.361568319325789,"2-1","2-1","2-3","15-1","15-1","15-3","1-1","1-3","1-3","2-1-1","2-1-3","2-1-3","15-1-1","15-1-3","15-1-3","1-1-3","2-1-1-3","15-1-1-3",2
29,25,16,2,1,1,3,-0.707020120633347,-0.0391915038536972,0.571803390538829,-0.12272121905375,"2-1","2-1","2-3","16-1","16-1","16-3","1-1","1-3","1-3","2-1-1","2-1-3","2-1-3","16-1-1","16-1-3","16-1-3","1-1-3","2-1-1-3","16-1-1-3",2
17,18,17,2,1,1,3,-0.707020120633347,-0.214998426684785,-0.0811438279187263,0.481441967439537,"2-1","2-1","2-3","17-1","17-1","17-3","1-1","1-3","1-3","2-1-1","2-1-3","2-1-3","17-1-1","17-1-3","17-1-3","1-1-3","2-1-1-3","17-1-1-3",2
31,40,18,3,1,1,3,-0.707020120633347,-0.686495978849142,-0.28886683963079,0.34238853562759,"3-1","3-1","3-3","18-1","18-1","18-3","1-1","1-3","1-3","3-1-1","3-1-3","3-1-3","18-1-1","18-1-3","18-1-3","1-1-3","3-1-1-3","18-1-1-3",2
14,15,19,3,1,1,3,-0.707020120633347,-0.701152184094761,-0.173190179823502,0.212924995664742,"3-1","3-1","3-3","19-1","19-1","19-3","1-1","1-3","1-3","3-1-1","3-1-3","3-1-3","19-1-1","19-1-3","19-1-3","1-1-3","3-1-1-3","19-1-1-3",2
51,44,20,1,1,1,3,-0.707020120633347,-0.181160828398817,0.939983140796909,-0.357673569356695,"1-1","1-1","1-3","20-1","20-1","20-3","1-1","1-3","1-3","1-1-1","1-1-3","1-1-3","20-1-1","20-1-3","20-1-3","1-1-3","1-1-1-3","20-1-1-3",2
14,11,21,1,1,1,3,-0.707020120633347,1.03212982151961,0.00496903571440589,-0.453572487847693,"1-1","1-1","1-3","21-1","21-1","21-3","1-1","1-3","1-3","1-1-1","1-1-3","1-1-3","21-1-1","21-1-3","21-1-3","1-1-3","1-1-1-3","21-1-1-3",2
11,12,22,1,1,1,3,-0.707020120633347,0.570290505991763,0.302070675680576,-0.746064189245237,"1-1","1-1","1-3","22-1","22-1","22-3","1-1","1-3","1-3","1-1-1","1-1-3","1-1-3","22-1-1","22-1-3","22-1-3","1-1-3","1-1-1-3","22-1-1-3",2
30,30,23,2,1,1,3,-0.707020120633347,-0.0302762084969152,0.399667563838931,-0.218620137544748,"2-1","2-1","2-3","23-1","23-1","23-3","1-1","1-3","1-3","2-1-1","2-1-3","2-1-3","23-1-1","23-1-3","23-1-3","1-1-3","2-1-1-3","23-1-1-3",2
30,22,24,2,1,1,3,-0.707020120633347,0.538479111195973,1.23190566617998,-0.223415083469298,"2-1","2-1","2-3","24-1","24-1","24-3","1-1","1-3","1-3","2-1-1","2-1-3","2-1-3","24-1-1","24-1-3","24-1-3","1-1-3","2-1-1-3","24-1-1-3",2
14,6,25,3,1,1,3,-0.707020120633347,-0.93686719011877,-0.562275227180357,0.33759358970304,"3-1","3-1","3-3","25-1","25-1","25-3","1-1","1-3","1-3","3-1-1","3-1-3","3-1-3","25-1-1","25-1-3","25-1-3","1-1-3","3-1-1-3","25-1-1-3",2
31,40,26,2,1,1,3,-0.707020120633347,-0.270719022664672,0.224777571790322,0.0355119964563965,"2-1","2-1","2-3","26-1","26-1","26-3","1-1","1-3","1-3","2-1-1","2-1-3","2-1-3","26-1-1","26-1-3","26-1-3","1-1-3","2-1-1-3","26-1-1-3",2
23,14,27,4,1,1,3,-0.707020120633347,-0.539663765927596,0.154142192318195,0.366363265250339,"4-1","4-1","4-3","27-1","27-1","27-3","1-1","1-3","1-3","4-1-1","4-1-3","4-1-3","27-1-1","27-1-3","27-1-3","1-1-3","4-1-1-3","27-1-1-3",2
20,9,28,2,1,1,3,-0.707020120633347,0.00126502583351812,0.0101494364550253,0.668444858496983,"2-1","2-1","2-3","28-1","28-1","28-3","1-1","1-3","1-3","2-1-1","2-1-3","2-1-3","28-1-1","28-1-3","28-1-3","1-1-3","2-1-1-3","28-1-1-3",2
14,14,29,4,1,1,3,-0.707020120633347,0.213813771953162,-0.534191463953206,-0.0747717598082512,"4-1","4-1","4-3","29-1","29-1","29-3","1-1","1-3","1-3","4-1-1","4-1-3","4-1-3","29-1-1","29-1-3","29-1-3","1-1-3","4-1-1-3","29-1-1-3",2
17,20,30,1,1,1,3,-0.707020120633347,0.952297404006605,0.751485210665428,-0.170670678299249,"1-1","1-1","1-3","30-1","30-1","30-3","1-1","1-3","1-3","1-1-1","1-1-3","1-1-3","30-1-1","30-1-3","30-1-3","1-1-3","1-1-1-3","30-1-1-3",2
16,8,31,1,1,1,3,-0.707020120633347,1.08676977563807,0.0463432931661646,-0.300134218262096,"1-1","1-1","1-3","31-1","31-1","31-3","1-1","1-3","1-3","1-1-1","1-1-3","1-1-3","31-1-1","31-1-3","31-1-3","1-1-3","1-1-1-3","31-1-1-3",2
9,5,32,4,1,1,3,-0.707020120633347,-0.509743494389305,-0.32648731875549,-0.1179262731292,"4-1","4-1","4-3","32-1","32-1","32-3","1-1","1-3","1-3","4-1-1","4-1-3","4-1-3","32-1-1","32-1-3","32-1-3","1-1-3","4-1-1-3","32-1-1-3",2
28,20,33,1,1,1,3,-0.707020120633347,-0.020010110813348,-0.328765609869447,-0.583036027810541,"1-1","1-1","1-3","33-1","33-1","33-3","1-1","1-3","1-3","1-1-1","1-1-3","1-1-3","33-1-1","33-1-3","33-1-3","1-1-3","1-1-1-3","33-1-1-3",2
